,제목,기관,키워드,카테고리목록,요약,링크
295,하늘의 천문대 허블 우주망원경,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 허블 우주망원경, 천문대",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=24
296,달걀이 병 속에 쏘 옥,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 달걀, 병",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=23
297,망원경의 발명,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 망원경, 발명",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=22
298,앗! 뜨거운 것을 조심합니다,EBS,"안전, 화상, 기타, 교육정보, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 요리",안전/화상; 기타/교육정보; 부모교육 및 지원정책/교육정보; 기타/화상; 취미/교육정보; 유튜브/교육정보; 부모교육 및 지원정책/화상; 직업/교육정보; 취미/화상; 건강/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 유튜브/화상; 직업/화상; 요리/교육정보; 건강/화상; 우리들의 이야기/화상; 교육/화상; 요리/화상; 안전/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=7
299,아침이야 일어나,EBS,"부모교육, 지원정책, 교육정보, 우리들의 이야기, 안전, 취미, 요리, 기타, 유튜브, 직업, 건강, 아침, 일어나",부모교육 및 지원정책/교육정보; 우리들의 이야기/교육정보; 교육/교육정보; 안전/교육정보; 취미/교육정보; 요리/교육정보; 기타/교육정보; 유튜브/교육정보; 직업/교육정보; 건강/교육정보,,https://www.damoa.or.kr/main/cmf_video.php?no=6
300,교통사고 났을 때 대처방법,EBS,"교통사고, 응급 치료, 교육, 부모교육, 지원정책, 요리, 취미, 의료서비스, 안전, 병원, 직업, 건강, 우리들의 이야기, 유튜브",우리들의 이야기/응급 치료; 교육/응급 치료; 부모교육 및 지원정책/교통사고; 요리/응급 치료; 취미/교통사고; 기타/의료서비스; 유튜브/교통사고; 안전/병원; 부모교육 및 지원정책/의료서비스; 직업/교통사고; 취미/의료서비스; 건강/교통사고; 안전/응급 치료; 우리들의 이야기/교통사고; 교육/교통사고; 요리/교통사고; 유튜브/의료서비스; 직업/의료서비스; 건강/의료서비스; 기타/병원; 우리들의 이야기/의료서비스; 교육/의료서비스; 요리/의료서비스; 부모교육 및 지원정책/병원; 안전/교통사고; 기타/응급 치료; 취미/병원; 유튜브/병원; 부모교육 및 지원정책/응급 치료; 취미/응급 치료; 안전/의료서비스; 직업/병원; 건강/병원; 우리들의 이야기/병원; 기타/교통사고; 요리/병원; 직업/응급 치료; 유튜브/응급 치료; 교육/병원; 건강/응급 치료,,https://www.damoa.or.kr/main/cmf_video.php?no=20
301,엄마의 뒷모습을 본 적 있나요? #기타리스트김지희,유튜브 채널 심터뷰,"유튜브, 기타리스트, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 엄마, 뒷모습, 김지희",유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트,,https://www.damoa.or.kr/main/cmf_video.php?no=3979
302,희망을 연주하는 기타리스트 김지희씨 이야기(휴먼다큐 희망人),복지TV,"유튜브, 기타리스트, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 희망, 김지희",유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트,,https://www.damoa.or.kr/main/cmf_video.php?no=2194
303,"'나의 노래는 멀리 멀리' 김지희 기타리스트, 현진식 감독 인터뷰(복지TV 행복나눔지킴이)",복지TV,"유튜브, 기타리스트, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 인터뷰, 김지희, 현진식, 복지TV, 행복나눔지킴이",유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트,,https://www.damoa.or.kr/main/cmf_video.php?no=2177
304,아름다운 선율의 기타리스트 이야기,EBS,"유튜브, 기타리스트, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 아름다운 선율",유튜브/기타리스트; 직업/기타리스트; 건강/기타리스트; 부모교육 및 지원정책/기타리스트; 우리들의 이야기/기타리스트; 취미/기타리스트; 요리/기타리스트; 교육/기타리스트; 안전/기타리스트; 기타/기타리스트,,https://www.damoa.or.kr/main/cmf_video.php?no=162
305,진우가 김밥을 말아요.,유튜브 채널 발달장애 진우의 자립생활,"유튜브, 김밥, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 기타, 진우",유튜브/김밥; 직업/김밥; 건강/김밥; 부모교육 및 지원정책/김밥; 우리들의 이야기/김밥; 취미/김밥; 요리/김밥; 교육/김밥; 안전/김밥; 기타/김밥,,https://www.damoa.or.kr/main/cmf_video.php?no=2349
306,맛있는 김밥과 수제 햄버거 만드는 비법,EBS,"김밥, 햄버거, 요리사, 유튜브, 건강, 우리들의 이야기, 직업, 교육, 기타, 안전, 취미, 부모교육 및 지원정책",유튜브/김밥; 우리들의 이야기/요리사; 요리/요리사; 직업/김밥; 교육/요리사; 기타/햄버거; 건강/김밥; 우리들의 이야기/김밥; 요리/김밥; 교육/김밥; 부모교육 및 지원정책/햄버거; 취미/햄버거; 안전/요리사; 유튜브/햄버거; 직업/햄버거; 안전/김밥; 건강/햄버거; 우리들의 이야기/햄버거; 요리/햄버거; 교육/햄버거; 기타/요리사; 기타/김밥; 부모교육 및 지원정책/요리사; 안전/햄버거; 취미/요리사; 부모교육 및 지원정책/김밥; 취미/김밥; 유튜브/요리사; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=100
307,발달장애 동생과 언니의 일상: 김밥나라 편,유튜브 채널 볼살빵빵티비,"유튜브, 김밥, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 발달장애, 동생, 언니, 일상",유튜브/김밥; 직업/김밥; 건강/김밥; 부모교육 및 지원정책/김밥; 우리들의 이야기/김밥; 취미/김밥; 요리/김밥; 교육/김밥; 안전/김밥; 기타/김밥,,https://www.damoa.or.kr/main/cmf_video.php?no=2620
308,사랑을 담은 도시락 '사랑온' 이야기(휴먼다큐 희망人),복지TV,"기타, 도시락, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 사랑, 희망",기타/도시락; 유튜브/도시락; 직업/도시락; 건강/도시락; 부모교육 및 지원정책/도시락; 우리들의 이야기/도시락; 취미/도시락; 요리/도시락; 교육/도시락; 안전/도시락,,https://www.damoa.or.kr/main/cmf_video.php?no=2193
309,고소하고 맛있는 소풍용 김치주먹밥 만드는 비법,EBS,"요리, 도시락, 주먹밥, 건강, 안전, 교육, 부모교육 및 지원정책, 취미, 직업, 우리들의 이야기, 기타, 유튜브",우리들의 이야기/요리사; 기타/도시락; 요리/요리사; 교육/요리사; 기타/주먹밥; 부모교육 및 지원정책/도시락; 취미/도시락; 부모교육 및 지원정책/주먹밥; 취미/주먹밥; 유튜브/도시락; 안전/요리사; 직업/도시락; 건강/도시락; 유튜브/주먹밥; 우리들의 이야기/도시락; 요리/도시락; 직업/주먹밥; 교육/도시락; 건강/주먹밥; 우리들의 이야기/주먹밥; 요리/주먹밥; 교육/주먹밥; 기타/요리사; 안전/도시락; 부모교육 및 지원정책/요리사; 안전/주먹밥; 취미/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=126
310,구수하고 맛있는 된장찌개 만드는 비법,EBS,"요리사, 된장찌개, 건강, 부모교육, 지원정책, 취미, 유튜브, 안전, 직업, 우리들의 이야기, 교육",우리들의 이야기/요리사; 기타/된장찌개; 요리/요리사; 교육/요리사; 부모교육 및 지원정책/된장찌개; 취미/된장찌개; 유튜브/된장찌개; 안전/요리사; 직업/된장찌개; 건강/된장찌개; 우리들의 이야기/된장찌개; 요리/된장찌개; 교육/된장찌개; 기타/요리사; 부모교육 및 지원정책/요리사; 안전/된장찌개; 취미/요리사; 유튜브/요리사; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=102
311,드럼을 연주하는 드러머 이야기,EBS,"건강, 드러머, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 유튜브, 직업, 드럼, 연주, 이야기",건강/드러머; 부모교육 및 지원정책/드러머; 우리들의 이야기/드러머; 교육/드러머; 취미/드러머; 요리/드러머; 안전/드러머; 기타/드러머; 유튜브/드러머; 직업/드러머,,https://www.damoa.or.kr/main/cmf_video.php?no=163
312,개그우먼 김미화와 드럼을 좋아하는 발달장애 아들 진희의 이야기,유튜브 채널 TV CHOSUN,"김미화, 드럼, 발달장애, 아들, 진희, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 유튜브, 직업",건강/드러머; 부모교육 및 지원정책/드러머; 우리들의 이야기/드러머; 교육/드러머; 취미/드러머; 요리/드러머; 안전/드러머; 기타/드러머; 유튜브/드러머; 직업/드러머,,https://www.damoa.or.kr/main/cmf_video.php?no=2045
313,도전! 함께 등산하기,EBS,"요리, 등산하기, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 도전, 함께",요리/등산하기; 기타/등산하기; 유튜브/등산하기; 직업/등산하기; 건강/등산하기; 부모교육 및 지원정책/등산하기; 우리들의 이야기/등산하기; 교육/등산하기; 안전/등산하기; 취미/등산하기,,https://www.damoa.or.kr/main/cmf_video.php?no=65
314,"쉽게 만드는 간식, 컵피자와 딸기 에이드",EBS,"요리사, 피자, 딸기에이드, 건강, 부모교육 및 지원정책, 교육, 취미, 안전, 기타, 우리들의 이야기, 직업",우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 부모교육 및 지원정책/피자; 취미/피자; 기타/딸기에이드; 유튜브/피자; 직업/피자; 부모교육 및 지원정책/딸기에이드; 취미/딸기에이드; 안전/요리사; 건강/피자; 우리들의 이야기/피자; 교육/피자; 요리/피자; 유튜브/딸기에이드; 직업/딸기에이드; 건강/딸기에이드; 우리들의 이야기/딸기에이드; 교육/딸기에이드; 요리/딸기에이드; 기타/요리사; 안전/피자; 부모교육 및 지원정책/요리사; 취미/요리사; 안전/딸기에이드; 기타/피자; 유튜브/요리사; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=127
315,간식 소떡소떡 요리 비법,EBS,"유튜브, 소떡소떡, 직업, 기타, 건강, 우리들의 이야기, 교육, 요리, 부모교육 및 지원정책, 취미, 안전, 떡 요리",유튜브/소떡소떡; 직업/소떡소떡; 기타/떡 요리; 건강/소떡소떡; 우리들의 이야기/소떡소떡; 교육/소떡소떡; 요리/소떡소떡; 부모교육 및 지원정책/떡 요리; 취미/떡 요리; 유튜브/떡 요리; 직업/떡 요리; 안전/소떡소떡; 건강/떡 요리; 우리들의 이야기/떡 요리; 요리/떡 요리; 교육/떡 요리; 기타/소떡소떡; 안전/떡 요리; 부모교육 및 지원정책/소떡소떡; 취미/소떡소떡,,https://www.damoa.or.kr/main/cmf_video.php?no=153
316,맛있는 장떡 만드는 비법,EBS,"요리사, 떡 요리, 부침개, 건강, 교육, 취미, 안전, 직업, 우리들의 이야기, 기타, 유튜브",우리들의 이야기/요리사; 요리/요리사; 기타/떡 요리; 교육/요리사; 안전/부침개; 부모교육 및 지원정책/떡 요리; 취미/떡 요리; 안전/요리사; 유튜브/떡 요리; 직업/떡 요리; 건강/떡 요리; 우리들의 이야기/떡 요리; 기타/부침개; 요리/떡 요리; 교육/떡 요리; 부모교육 및 지원정책/부침개; 기타/요리사; 취미/부침개; 유튜브/부침개; 부모교육 및 지원정책/요리사; 안전/떡 요리; 직업/부침개; 건강/부침개; 취미/요리사; 유튜브/요리사; 우리들의 이야기/부침개; 교육/부침개; 요리/부침개; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=125
317,새콤달콤 떡볶이 만드는 비법,EBS,"요리사, 떡볶이, 요리, 교육, 안전, 부모교육, 지원정책, 취미, 유튜브, 직업, 건강, 우리들의 이야기, 새콤달콤",우리들의 이야기/요리사; 요리/요리사; 교육/요리사; 기타/떡볶이; 안전/요리사; 부모교육 및 지원정책/떡볶이; 취미/떡볶이; 유튜브/떡볶이; 직업/떡볶이; 기타/요리사; 건강/떡볶이; 우리들의 이야기/떡볶이; 교육/떡볶이; 요리/떡볶이; 부모교육 및 지원정책/요리사; 취미/요리사; 유튜브/요리사; 안전/떡볶이; 직업/요리사; 건강/요리사,,https://www.damoa.or.kr/main/cmf_video.php?no=123
